time (seconds),encoderLeft (meters),encoderRight (meters)
52.204,2.166895866394043,1.8718661069869995
52.302,2.1718947887420654,1.8768649101257324
52.402,2.176893711090088,1.8818635940551758
52.502,2.1818923950195312,1.8868622779846191
52.602,2.1868913173675537,1.8918609619140625
52.701,2.191890239715576,1.8968597650527954
52.8,2.1968889236450195,1.9018584489822388
52.902,2.201887845993042,1.9068571329116821
53,2.2068865299224854,1.9118558168411255
53.101,2.211885452270508,1.9168545007705688
53.202,2.2168843746185303,1.9218533039093018
53.302,2.2218830585479736,1.9268519878387451
53.401,2.226881980895996,1.9318506717681885
53.501,2.2318809032440186,1.9368493556976318
53.602,2.236879587173462,1.9418480396270752
53.701,2.241828680038452,1.9467968940734863
53.802,2.241805076599121,1.9468231201171875
53.902,2.2393064498901367,1.9493203163146973
54.002,2.2368807792663574,1.9518439769744873
54.101,2.241875171661377,1.956842064857483
54.202,2.2468740940093994,1.9618407487869263
54.302,2.2518727779388428,1.9668394327163696
54.401,2.2568717002868652,1.971838116645813
54.502,2.2618706226348877,1.976836919784546
54.601,2.266869306564331,1.9818356037139893
54.702,2.2718682289123535,1.9868342876434326
54.802,2.276866912841797,1.991832971572876
54.901,2.2818658351898193,1.9968316555023193
55.002,2.286864757537842,2.0018303394317627
55.102,2.291863441467285,2.006829023361206
55.199,2.2968623638153076,2.0118277072906494
55.305,2.30186128616333,2.0168263912200928
55.402,2.3068599700927734,2.021825075149536
55.502,2.311858892440796,2.0268239974975586
55.6,2.3168575763702393,2.031822681427002
55.702,2.3218564987182617,2.0368213653564453
55.801,2.326855421066284,2.0418200492858887
55.901,2.3318541049957275,2.046818733215332
56.002,2.33685302734375,2.0518174171447754
56.102,2.3418471813201904,2.0567851066589355
56.202,2.3468308448791504,2.0617313385009766
56.301,2.351809024810791,2.0666770935058594
56.4,2.356783151626587,2.071603775024414
56.505,2.3617565631866455,2.076530694961548
56.602,2.366727113723755,2.0814595222473145
56.703,2.371696949005127,2.08638858795166
56.804,2.376664638519287,2.0913162231445312
56.902,2.381631374359131,2.0962460041046143
57.003,2.3865976333618164,2.1011757850646973
57.103,2.39156174659729,2.106109380722046
57.202,2.3965330123901367,2.111076593399048
57.301,2.401508331298828,2.1160483360290527
57.403,2.4064908027648926,2.121028184890747
57.506,2.411447763442993,2.1259334087371826
57.6,2.4139466285705566,2.1234331130981445
57.7,2.4164445400238037,2.1209311485290527
57.801,2.418942451477051,2.11842942237854
57.9,2.421440362930298,2.1159276962280273
58.002,2.423938512802124,2.1134259700775146
58.101,2.426436424255371,2.110924243927002
58.201,2.428934335708618,2.1084227561950684
58.299,2.4314322471618652,2.1059210300445557
